scorer,,,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
labeled-data,A_clear_180428050000_2,img114.png,1123.0370705244122,372.5790728259082,1112.5159460792372,301.5614828209765,1041.498356074305,284.464655597567,1015.1955449613675,259.4769850402762,919.1902843991452,245.0104389281604,854.7483971724477,251.58614170639487,778.4702449449284,269.9981094854512,803.4579155022192,358.11252671379253,1027.0318099621898,367.3185106033207,1071.7465888541838,341.015699490383,1012.5652638500738,385.7304783823771,1030.9772316291303,450.17236560907446,824.5001643925694,408.08786782837416,838.966710504685,477.790317277659,804.773056057866,390.9910406049646,791.6216505013972,456.7480683873089,,,,,941.3867175799926,371.7341696189845
labeled-data,A_clear_180428050000_2,img116.png,1128.297632747,380.46991615978953,1125.667351635706,314.7128883774453,1086.2131349662995,297.61606115403583,1025.716669406543,260.79212559592304,982.3170310701954,248.95586059510103,915.2448627322044,247.6407200394542,845.5424132829195,252.9012822620417,791.6216505013972,267.3678283741574,823.1850238369224,385.7304783823771,1032.2923721847772,375.209353937202,1077.0071510767714,342.3308400460299,1015.1955449613675,394.93646227190527,1030.9772316291303,452.8026467203682,,,,,,,824.5001643925694,408.08786782837416,837.6515699490382,477.790317277659,944.9313758183066,372.3249459920369
labeled-data,A_clear_180428050000_2,img122.png,1144.0793194147625,414.6635706066086,1157.2307249712312,343.6459806016768,1109.8856649679433,313.3977478217984,1057.280042742068,259.4769850402762,991.5230149597236,247.6407200394542,896.832894953148,248.95586059510103,828.44558605951,271.31325004109806,840.2818510603319,368.6336511589676,1065.1708860759493,372.5790728259082,1095.4191188558275,362.0579483807332,1017.8258260726616,383.10019727108335,1030.9772316291303,452.8026467203682,1049.3891994081866,388.36075949367086,1052.0194805194806,448.8572250534276,844.2272727272726,393.6213217162584,841.5969916159789,469.8994739437777,883.6814893966792,398.88188393884593,909.9843005096168,472.5297550550715,,
labeled-data,A_clear_180428050000_2,img125.png,1148.024741081703,422.5544139404899,,,1120.4067894131183,313.3977478217984,1086.2131349662995,264.7375472628637,1016.5106855170144,245.0104389281604,911.2994410652636,248.95586059510103,838.966710504685,273.94353115239187,845.5424132829195,366.0033700476738,1079.637432188065,368.6336511589676,1111.2008055235904,362.0579483807332,1027.0318099621898,387.045618938024,1029.6620910734837,454.1177872760151,1071.7465888541838,387.045618938024,1079.637432188065,448.8572250534276,845.5424132829195,390.9910406049646,844.2272727272726,472.5297550550715,883.6814893966792,400.1970244944928,908.66915995397,473.8448956107184,,
labeled-data,A_clear_180428050000_2,img132.png,,,,,1151.9701627486436,348.9065428242643,1111.2008055235904,268.6829689298044,1049.3891994081866,242.38015781686656,977.056468847608,243.69529837251355,866.5846621732697,269.9981094854512,888.9420516192666,360.7428078250863,1095.4191188558275,377.8396350484958,1124.352211080059,373.8942133815551,1037.5529344073648,379.1547756041427,1032.2923721847772,450.17236560907446,1070.431448298537,385.7304783823771,1080.952572743712,454.1177872760151,924.4508466217324,385.7304783823771,938.9173927338484,452.8026467203682,902.0934571757356,373.8942133815551,908.66915995397,469.8994739437777,,
labeled-data,A_clear_180428050000_2,img134.png,1154.6004438599375,443.5966628308401,1188.7940983067565,381.7850567154365,1151.9701627486436,337.0702778234423,1117.7765083018246,262.1072661515699,1040.1832155186585,245.0104389281604,966.5353444024328,243.69529837251355,873.160364951504,275.2586717080387,896.832894953148,359.4276672694394,1096.7342594114746,377.8396350484958,1126.9824921913528,377.8396350484958,1046.758918296893,373.8942133815551,1032.2923721847772,448.8572250534276,1070.431448298537,380.46991615978953,1079.637432188065,454.1177872760151,942.862814400789,376.5244944928489,949.4385171790232,439.6512411638994,898.1480355087948,394.93646227190527,913.9297221765574,469.8994739437777,,
labeled-data,A_clear_180428050000_2,img140.png,1213.7817688640473,450.17236560907446,1208.5212066414597,381.7850567154365,1187.4789577511096,358.11252671379253,1140.1338977478215,272.628390596745,1080.952572743712,250.2710011507479,999.4138582936048,246.32557948380725,899.4631760644417,256.8467039289824,913.9297221765574,352.85196449120497,1151.9701627486436,409.403008384021,,,1133.5581949695872,392.3061811606115,1151.9701627486436,459.3783494986026,1083.5828538550056,369.94879171461446,1075.6920105211243,450.17236560907446,950.7536577346704,367.3185106033207,,,907.354019398323,383.10019727108335,908.66915995397,468.58433338813086,1027.640068045632,374.6880514842462
labeled-data,A_clear_180428050000_2,img158.png,,,,,1244.0300016439255,310.76746671050466,1217.727190530988,279.2040933749794,1117.7765083018246,258.1618444846292,1041.498356074305,252.9012822620417,,,,,1213.7817688640473,388.36075949367086,1261.126828867335,364.68822949202695,1153.285303304291,390.9910406049646,1146.7096005260562,459.3783494986026,1191.4243794180502,392.3061811606115,1194.054660529344,459.3783494986026,,,,,1024.4015288508958,383.10019727108335,1045.443777741246,454.1177872760151,1106.8041020346434,381.1865915878217
labeled-data,A_clear_180428050000_2,img159.png,,,,,1246.6602827552194,310.76746671050466,1215.0969094196942,272.628390596745,1120.4067894131183,258.1618444846292,1042.8134966299522,251.58614170639487,999.4138582936048,275.2586717080387,999.4138582936048,364.68822949202695,1221.6726121979286,385.7304783823771,1262.441969422982,366.0033700476738,1153.285303304291,392.3061811606115,1148.024741081703,459.3783494986026,1192.739519973697,390.9910406049646,1191.4243794180502,459.3783494986026,,,,,1025.716669406543,385.7304783823771,1044.1286371855992,455.432927831662,1112.1210893921143,383.549697080031
labeled-data,A_clear_180428050000_2,img161.png,,,,,1253.2359855334537,310.76746671050466,1215.0969094196942,269.9981094854512,1142.7641788591154,251.58614170639487,1075.6920105211243,248.95586059510103,994.1532960710176,269.9981094854512,1007.3047016274862,367.3185106033207,1232.1937366431036,385.7304783823771,1266.3873910899226,362.0579483807332,1157.2307249712312,389.67590004931776,1144.0793194147625,455.432927831662,1191.4243794180502,396.2516028275522,1191.4243794180502,454.1177872760151,1049.3891994081866,394.93646227190527,1069.11630774289,452.8026467203682,1021.771247739602,390.9910406049646,1044.1286371855992,459.3783494986026,1119.210405868742,382.9589207069787
labeled-data,A_clear_180428050000_2,img166.png,,,,,1262.441969422982,309.4523261548578,1230.8785960874568,277.88895281933253,1184.8486766398155,263.42240670721685,1088.8434160775932,250.2710011507479,1002.0441394048988,246.32557948380725,1015.1955449613675,354.1671050468519,1229.56345553181,383.10019727108335,1276.9085155350976,359.4276672694394,,,,,1191.4243794180502,401.5121650501397,1190.1092388624031,455.432927831662,1048.0740588525398,401.5121650501397,1065.1708860759493,458.0632089429558,1027.0318099621898,393.6213217162584,1044.1286371855992,456.7480683873089,1123.9366168531608,384.7312498261357
labeled-data,A_clear_180428050000_2,img171.png,,,,,1271.6479533125105,304.1917639322702,1240.084579976985,275.2586717080387,1186.1638171954628,262.1072661515699,1094.1039783001809,245.0104389281604,1011.250123294427,247.6407200394542,1028.3469505178366,350.2216833799112,1250.60570442216,380.46991615978953,,,1194.054660529344,398.88188393884593,1188.7940983067565,454.1177872760151,1245.3451421995726,398.88188393884593,1258.4965477560413,451.48750616472137,1048.0740588525398,397.5667433831991,1071.7465888541838,451.48750616472137,1028.3469505178366,397.5667433831991,1045.443777741246,458.0632089429558,1145.7953426560966,380.5958152147695
