scorer,,,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
labeled-data,A_clear_180428060000_41,img081.png,,,,,907.354019398323,279.2040933749794,858.6938188393884,255.5315633733356,794.251931612691,255.5315633733356,717.9737793851717,262.1072661515699,637.7502054907118,288.41007726450766,649.5864704915338,356.7973861581456,900.7783166200888,356.7973861581456,928.3962682886732,338.38541837908923,841.5969916159789,398.88188393884593,850.8029755055071,473.8448956107184,879.7360677297385,394.93646227190527,886.3117705079729,462.0086306098965,650.9016110471806,417.2938517179023,640.3804866020055,504.0931283905968,702.1920927174091,423.8695544961368,742.9614499424625,493.57200394542167,787.3010901355102,410.1896077898525
labeled-data,A_clear_180428060000_41,img084.png,,,,,946.8082360677296,280.51923393062634,892.8874732862074,266.0526878185105,837.6515699490382,258.1618444846292,725.864622719053,264.7375472628637,644.3259082689461,297.61606115403583,667.9984382705901,389.67590004931776,924.4508466217324,368.6336511589676,950.7536577346704,343.6459806016768,846.8575538385663,408.08786782837416,846.8575538385663,472.5297550550715,919.1902843991452,393.6213217162584,942.862814400789,464.6389117211902,665.3681571592963,425.1846950517837,660.1075949367088,502.7779878349498,712.7132171625841,426.49983560743055,746.9068716094032,501.462847279303,811.2492265573874,404.1887984962052
labeled-data,A_clear_180428060000_41,img094.png,1080.952572743712,356.7973861581456,1074.3768699654777,292.3554989314482,1033.607512740424,283.14951504192004,,,916.5600032878511,248.95586059510103,829.7607266151568,256.8467039289824,739.0160282755219,280.51923393062634,764.0036988328127,364.68822949202695,,,1030.9772316291303,344.96112115732365,,,,,,,931.0265493999668,462.0086306098965,788.9913693901035,421.239273384843,823.1850238369224,485.6811606115404,749.5371527206969,421.239273384843,754.7977149432844,493.57200394542167,884.1273641542309,387.0723878822896
labeled-data,A_clear_180428060000_41,img101.png,1108.5705244122964,368.6336511589676,1108.5705244122964,302.87662337662334,1061.2254644090087,284.464655597567,1005.9895610718394,251.58614170639487,931.0265493999668,243.69529837251355,835.0212888377445,259.4769850402762,775.8399638336347,275.2586717080387,796.8822127239847,375.209353937202,1025.716669406543,354.1671050468519,1062.5406049646556,337.0702778234423,,,,,,,,,802.1427749465723,417.2938517179023,808.7184777248068,475.1600361663653,856.0635377280945,410.7181489396679,883.6814893966792,469.8994739437777,922.8891360349857,380.5018078418961
labeled-data,A_clear_180428060000_41,img104.png,1129.6127733026467,379.1547756041427,1129.6127733026467,297.61606115403583,1099.3645405227685,298.9312017096827,1036.237793851718,255.5315633733356,950.7536577346704,241.0650172612197,882.3663488410322,250.2710011507479,808.7184777248068,266.0526878185105,812.6638993917473,373.8942133815551,1034.922653296071,354.1671050468519,1074.3768699654777,350.2216833799112,,,,,1028.3469505178366,375.209353937202,1046.758918296893,434.3906789413118,812.6638993917473,414.6635706066086,812.6638993917473,472.5297550550715,861.3240999506821,409.403008384021,884.9966299523261,472.5297550550715,944.608745421614,381.6758407817139
labeled-data,A_clear_180428060000_41,img107.png,,,1146.7096005260562,322.60373171132665,1094.1039783001809,291.04035837580136,1049.3891994081866,254.21642281768857,958.6445010685514,243.69529837251355,884.9966299523261,251.58614170639487,819.2396021699818,272.628390596745,833.7061482820976,372.5790728259082,1066.486026631596,372.5790728259082,1099.3645405227685,363.37308893638,,,,,1046.758918296893,384.4153378267302,1062.5406049646556,455.432927831662,828.44558605951,406.77272727272725,836.3364293933913,464.6389117211902,865.2695216176227,412.0332894953148,886.3117705079729,477.790317277659,951.0659265906116,382.2628572516227
labeled-data,A_clear_180428060000_41,img111.png,,,,,1146.7096005260562,302.87662337662334,1083.5828538550056,260.79212559592304,1013.8804044057208,242.38015781686656,913.9297221765574,247.6407200394542,846.8575538385663,272.628390596745,862.639240506329,364.68822949202695,1086.2131349662995,372.5790728259082,1124.352211080059,352.85196449120497,,,,,1050.7043399638335,384.4153378267302,1058.5951832977148,448.8572250534276,867.8998027289166,412.0332894953148,886.3117705079729,469.8994739437777,916.5600032878511,408.08786782837416,941.547673845142,452.8026467203682,,
labeled-data,A_clear_180428060000_41,img112.png,,,,,1153.285303304291,302.87662337662334,1087.5282755219464,262.1072661515699,1020.4561071839552,241.0650172612197,924.4508466217324,245.0104389281604,853.4332566168008,277.88895281933253,877.1057866184448,363.37308893638,1086.2131349662995,371.26393227026136,1142.7641788591154,354.1671050468519,1028.3469505178366,385.7304783823771,,,1055.964902186421,377.8396350484958,1065.1708860759493,452.8026467203682,875.7906460627979,409.403008384021,886.3117705079729,464.6389117211902,920.505424954792,401.5121650501397,949.4385171790232,455.432927831662,,
labeled-data,A_clear_180428060000_41,img114.png,1187.4789577511096,377.8396350484958,1191.4243794180502,314.7128883774453,1150.6550221929967,296.30092059838887,1095.4191188558275,260.79212559592304,1025.716669406543,243.69529837251355,940.2325332894952,243.69529837251355,865.2695216176227,262.1072661515699,886.3117705079729,355.4822456024987,1105.9402433010027,368.6336511589676,1144.0793194147625,348.9065428242643,1084.8979944106525,388.36075949367086,,,1053.3346210751274,396.2516028275522,1059.9103238533617,450.17236560907446,923.1357060660856,389.67590004931776,942.862814400789,460.6934900542496,874.4755055071508,392.3061811606115,884.9966299523261,475.1600361663653,,
labeled-data,A_clear_180428060000_41,img117.png,1199.3152227519315,387.045618938024,,,,,1125.667351635706,272.628390596745,1052.0194805194806,242.38015781686656,949.4385171790232,239.7498767055729,871.8452243958571,268.6829689298044,898.1480355087948,350.2216833799112,1146.7096005260562,362.0579483807332,,,1119.0916488574717,379.1547756041427,1138.8187571921749,443.5966628308401,1061.2254644090087,373.8942133815551,1058.5951832977148,456.7480683873089,928.3962682886732,394.93646227190527,949.4385171790232,454.1177872760151,890.2571921749135,390.9910406049646,887.6269110636198,472.5297550550715,,
labeled-data,A_clear_180428060000_41,img118.png,1208.5212066414597,393.6213217162584,1208.5212066414597,319.97345060003283,1142.7641788591154,281.8343744862732,1091.473697188887,250.2710011507479,1009.93498273878,241.0650172612197,942.862814400789,246.32557948380725,878.4209271740916,259.4769850402762,896.832894953148,350.2216833799112,1142.7641788591154,373.8942133815551,1154.6004438599375,351.53682393555806,1124.352211080059,384.4153378267302,1134.873335525234,454.1177872760151,1070.431448298537,376.5244944928489,1054.6497616307745,440.96638171954623,920.505424954792,401.5121650501397,945.4930955120828,455.432927831662,890.2571921749135,396.2516028275522,894.2026138418543,464.6389117211902,,
labeled-data,A_clear_180428060000_41,img122.png,1220.3574716422818,405.4575867170804,1224.3028933092223,331.8097156008548,1186.1638171954628,319.97345060003283,1144.0793194147625,275.2586717080387,1086.2131349662995,250.2710011507479,1008.6198421831332,242.38015781686656,909.9843005096168,247.6407200394542,904.7237382870292,346.2762617129705,1138.8187571921749,377.8396350484958,,,1115.146227190531,388.36075949367086,1129.6127733026467,460.6934900542496,1074.3768699654777,372.5790728259082,1059.9103238533617,446.2269439421338,,,,,,,,,1024.4429853292208,372.8705937330808
