scorer,,,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
labeled-data,A_clear_180428050000_10,img061.png,860.0089593950353,384.4153378267302,836.3364293933913,326.54915337826725,773.2096827223409,309.4523261548578,725.864622719053,276.5738122636857,652.2167516028275,269.9981094854512,541.7449449284892,275.2586717080387,441.79426269932594,308.13718559921085,473.3576360348512,401.51216505013974,753.4825743876376,396.2516028275522,785.0459477231628,376.5244944928489,670.6287193818838,422.5544139404899,648.2713299358868,517.2445339470655,735.0706066085812,414.6635706066086,767.9491204997533,504.09312839059675,529.9086799276672,438.3361006082525,554.896350484958,518.5596745027125,482.5636199243794,438.3361006082525,497.0301660364951,530.3959395035345,617.06332071271,421.4055205491689
labeled-data,A_clear_180428050000_10,img067.png,928.3962682886732,384.4153378267302,894.2026138418543,318.658310044386,857.3786782837414,309.4523261548578,802.1427749465723,268.68296892980436,704.8223738287029,267.3678283741574,604.8716915995396,276.5738122636857,533.8541015946079,308.13718559921085,556.2114910406049,389.67590004931776,820.5547427256287,383.10019727108335,852.118116061154,366.0033700476738,811.3487588361005,406.77272727272725,840.2818510603319,480.4205983889528,766.6339799441064,409.403008384021,754.7977149432844,497.51742561236233,586.4597238204832,448.85722505342756,619.3382377116553,521.1899556140063,548.3206477067235,440.96638171954623,541.7449449284892,517.2445339470655,699.3424403946444,411.462979634597
labeled-data,A_clear_180428050000_10,img083.png,1082.2677132993588,348.9065428242643,1071.7465888541838,301.5614828209765,1020.4561071839552,281.8343744862732,,,916.5600032878511,247.6407200394542,817.924461614335,256.8467039289824,724.5494821634061,291.04035837580136,758.7431366102251,367.3185106033207,,,1030.9772316291303,338.38541837908923,,,,,,,938.9173927338483,464.6389117211902,794.251931612691,410.7181489396679,827.1304455038631,476.4751767220122,746.9068716094032,415.9787111622554,741.6463093868156,504.09312839059675,886.8020503623812,379.823112305279
labeled-data,A_clear_180428050000_10,img084.png,1094.1039783001809,359.4276672694394,1087.5282755219464,310.76746671050466,1049.3891994081866,301.5614828209765,,,912.6145816209106,247.6407200394542,828.44558605951,259.4769850402762,737.7008877198749,289.7252178201545,767.9491204997533,364.68822949202695,,,1038.8680749630116,343.6459806016768,,,,,942.586269744836,401.29586877278234,940.544957472661,466.61786148238144,813.983596597813,427.832928311057,840.5206561360874,484.98967193195614,742.5376670716889,429.874240583232,738.455042527339,495.196233292831,895.240174576637,380.47337633118343
labeled-data,A_clear_180428050000_10,img086.png,1111.2008055235904,359.4276672694394,1108.5705244122964,312.0826072661515,1049.3891994081866,288.41007726450766,,,932.3416899556138,242.38015781686659,836.3364293933913,251.58614170639487,762.6885582771657,275.2586717080387,781.1005260562222,360.7428078250863,1015.1955449613675,355.4822456024987,1052.0194805194806,343.6459806016768,,,,,,,,,810.0336182804537,412.0332894953148,833.7061482820976,477.790317277659,778.4702449449284,405.45758671708035,786.3610882788097,459.37834949860263,895.6344063527413,379.4773509938287
labeled-data,A_clear_180428050000_10,img088.png,1117.7765083018246,350.2216833799112,1109.8856649679433,298.9312017096827,1057.280042742068,280.51923393062634,1004.6744205161925,252.90128226204172,934.9719710669077,242.38015781686659,862.639240506329,248.95586059510106,775.8399638336347,269.9981094854512,796.8822127239847,364.68822949202695,1025.7166694065427,352.85196449120497,1062.5406049646556,334.43999671214857,,,,,,,,,807.4033371691597,404.1424461614335,827.1304455038631,477.790317277659,849.4878349498603,402.8273056057866,875.7906460627979,475.1600361663653,917.0223320877475,376.7080202738152
labeled-data,A_clear_180428050000_10,img096.png,,,1129.6127733026467,264.7375472628637,1084.8979944106525,262.1072661515699,1041.4983560743053,243.69529837251355,974.4261877363141,234.48931448298538,878.4209271740916,248.95586059510106,811.3487588361005,279.2040933749794,828.44558605951,362.0579483807332,1054.6497616307743,354.1671050468519,1099.3645405227683,321.28859115567974,,,,,1037.5529344073648,373.8942133815551,1042.8134966299522,452.8026467203682,820.5547427256287,394.93646227190527,831.0758671708037,480.4205983889528,871.8452243958571,398.88188393884593,898.1480355087948,476.4751767220122,,
labeled-data,A_clear_180428050000_10,img098.png,,,1141.4490383034686,263.42240670721685,1090.15855663324,259.4769850402762,1048.0740588525398,243.69529837251355,978.3716094032549,238.43473614992604,886.3117705079729,248.95586059510106,815.294180503041,280.51923393062634,832.3910077264505,360.7428078250863,1070.431448298537,350.2216833799112,1108.5705244122964,314.7128883774453,1013.8804044057207,375.209353937202,,,1046.758918296893,372.57907282590827,1046.758918296893,456.7480683873089,824.5001643925694,398.88188393884593,825.8153049482163,476.4751767220122,867.8998027289166,394.93646227190527,903.4085977313824,477.790317277659,,
labeled-data,A_clear_180428050000_10,img109.png,,,1130.9279138582936,241.06501726121974,1091.473697188887,246.32557948380725,1044.1286371855992,235.80445503863223,974.4261877363141,231.85903337169157,892.8874732862074,246.32557948380725,835.0212888377445,272.628390596745,862.639240506329,351.53682393555806,1077.0071510767714,351.53682393555806,1128.2976327469999,301.5614828209765,1024.4015288508958,372.57907282590827,,,1053.3346210751274,376.5244944928489,1044.1286371855992,448.85722505342756,906.0388788426761,393.6213217162584,923.1357060660856,456.7480683873089,873.160364951504,396.2516028275522,888.9420516192666,472.5297550550715,,
labeled-data,A_clear_180428050000_10,img111.png,,,1136.1884760808812,241.06501726121974,1094.1039783001809,251.58614170639487,1046.758918296893,238.43473614992604,975.7413282919609,237.11959559427908,882.3663488410322,246.32557948380725,831.0758671708037,269.9981094854512,860.0089593950353,350.2216833799112,1084.8979944106525,343.6459806016768,1125.667351635706,298.9312017096827,1023.0863882952489,372.57907282590827,,,1049.3891994081866,371.26393227026136,1041.4983560743053,456.7480683873089,902.0934571757356,393.6213217162584,924.4508466217325,451.48750616472137,871.8452243958571,397.5667433831991,894.2026138418543,476.4751767220122,,
labeled-data,A_clear_180428050000_10,img112.png,,,1136.1884760808812,238.43473614992604,1095.4191188558277,247.6407200394542,1044.1286371855992,235.80445503863223,982.3170310701954,238.43473614992604,896.832894953148,243.69529837251355,833.7061482820976,264.7375472628637,857.3786782837414,351.53682393555806,1083.5828538550056,344.96112115732365,1123.0370705244122,302.87662337662334,1021.771247739602,375.209353937202,,,1048.0740588525398,373.8942133815551,1041.4983560743053,454.1177872760151,906.0388788426761,393.6213217162584,929.7114088443201,463.3237711655433,873.160364951504,396.2516028275522,894.2026138418543,471.2146144994246,,
labeled-data,A_clear_180428050000_10,img113.png,,,1138.8187571921749,239.7498767055729,1083.5828538550056,250.2710011507479,1029.6620910734835,237.11959559427908,974.4261877363141,237.11959559427908,895.5177543975011,245.0104389281604,837.6515699490382,260.79212559592304,865.2695216176227,364.68822949202695,1074.3768699654775,348.9065428242643,1120.4067894131185,301.5614828209765,1016.5106855170144,373.8942133815551,,,1049.3891994081866,369.94879171461446,1041.4983560743053,451.48750616472137,903.4085977313824,393.6213217162584,928.3962682886732,456.7480683873089,870.5300838402103,402.8273056057866,895.5177543975011,473.84489561071837,,
