scorer,,,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
labeled-data,A_clear_180428050000_30,img094.png,849.4878349498603,384.4153378267302,827.1304455038631,308.13718559921085,783.7308071675159,298.9312017096827,744.2765904981094,281.8343744862732,660.1075949367088,259.4769850402762,571.9931777083675,267.3678283741574,475.9879171461449,306.822045043564,516.7572743711984,398.88188393884593,746.9068716094032,400.19702449449284,796.8822127239847,360.7428078250863,,,,,733.7554660529344,413.34843005096167,739.0160282755219,501.462847279303,561.4720532631925,434.3906789413118,607.5019727108335,508.0385500575374,520.702696038139,427.8149761630774,511.49671214861087,529.0807989478876,,
labeled-data,A_clear_180428050000_30,img096.png,865.2695216176227,385.7304783823771,853.4332566168008,322.60373171132665,803.4579155022192,304.1917639322702,767.9491204997533,285.77979615321385,681.1498438270589,262.1072661515699,586.4597238204832,262.1072661515699,490.4544632582607,298.9312017096827,524.6481177050797,381.78505671543644,775.8399638336347,392.3061811606115,819.2396021699818,363.37308893638004,758.7431366102251,421.239273384843,795.5670721683379,485.68116061154035,736.3857471642281,421.239273384843,737.7008877198749,496.2022850567154,569.3628965970737,435.7058194969587,603.5565510438928,511.98397172447807,519.3875554824922,439.6512411638994,523.3329771494328,529.0807989478876,,
labeled-data,A_clear_180428050000_30,img097.png,873.160364951504,388.36075949367086,860.0089593950353,322.60373171132665,812.6638993917473,312.0826072661515,781.1005260562222,283.14951504192004,696.9315304948216,264.7375472628637,596.9808482656583,264.7375472628637,506.23614992602324,292.3554989314482,533.8541015946079,390.9910406049646,783.7308071675159,392.3061811606115,831.0758671708037,366.0033700476738,765.3188393884595,404.1424461614335,800.8276343909255,476.4751767220122,733.7554660529344,414.6635706066086,741.6463093868156,496.2022850567154,568.0477560414269,433.07553838566497,604.8716915995396,511.98397172447807,524.6481177050797,439.6512411638994,523.3329771494328,527.7656583922407,,
labeled-data,A_clear_180428050000_30,img116.png,,,946.8082360677296,298.9312017096827,903.4085977313824,289.7252178201545,873.160364951504,264.7375472628637,810.0336182804537,246.32557948380725,720.6040604964654,250.2710011507479,641.6956271576524,293.6706394870952,681.1498438270589,384.4153378267302,886.3117705079729,372.57907282590827,931.0265493999669,339.70055893473614,829.7607266151568,390.9910406049646,810.0336182804537,465.9540522768371,863.9543810619758,387.045618938024,869.2149432845634,479.10545783330593,711.3980766069373,413.34843005096167,746.9068716094032,481.7357389445997,673.2590004931776,429.1301167187243,692.9861088278809,509.35369061318426,792.6079577728761,382.68415357533706
labeled-data,A_clear_180428050000_30,img118.png,,,,,,,902.0934571757356,271.31325004109806,807.4033371691597,246.32557948380725,737.7008877198749,251.58614170639487,653.5318921584743,287.0949367088607,691.6709682722341,381.78505671543644,906.0388788426761,371.26393227026136,,,888.9420516192666,385.7304783823771,894.2026138418543,455.43292783166197,865.2695216176227,380.46991615978953,865.2695216176227,471.2146144994246,724.5494821634061,418.60899227354923,752.1674338319907,492.25686338977476,683.7801249383527,425.18469505178365,702.1920927174091,504.09312839059675,,
labeled-data,A_clear_180428050000_30,img120.png,1017.8258260726615,372.57907282590827,,,948.1233766233764,293.6706394870952,894.2026138418543,262.1072661515699,821.8698832812755,250.2710011507479,725.864622719053,256.8467039289824,646.95618938024,291.04035837580136,695.6163899391746,380.46991615978953,912.6145816209106,377.8396350484958,,,915.2448627322043,410.7181489396679,923.1357060660856,462.00863060989644,862.639240506329,417.2938517179023,870.5300838402103,475.1600361663653,692.9861088278809,427.8149761630774,699.5618116061153,501.462847279303,731.1251849416406,431.76039783001806,749.5371527206969,480.4205983889528,,
labeled-data,A_clear_180428050000_30,img125.png,1030.9772316291303,387.045618938024,1020.4561071839552,322.60373171132665,,,,,898.1480355087948,258.1618444846292,852.118116061154,245.0104389281604,773.2096827223409,245.0104389281604,695.6163899391746,272.628390596745,725.864622719053,375.209353937202,,,912.6145816209106,383.10019727108335,923.1357060660856,456.7480683873089,884.9966299523261,383.10019727108335,867.8998027289166,479.10545783330593,732.4403254972874,409.403008384021,746.9068716094032,488.3114417228341,765.3188393884595,409.403008384021,788.9913693901035,488.3114417228341,,
labeled-data,A_clear_180428050000_30,img132.png,1057.280042742068,380.46991615978953,1044.1286371855992,314.7128883774453,,,,,884.9966299523261,247.6407200394542,799.5124938352785,247.6407200394542,723.2343416077592,277.88895281933253,749.5371527206969,364.68822949202695,,,,,913.9297221765574,392.3061811606115,920.5054249547919,456.7480683873089,,,,,742.9614499424625,410.7181489396679,753.4825743876376,483.0508795002466,787.6762288344565,413.34843005096167,813.9790399473942,490.9417228341279,,
labeled-data,A_clear_180428050000_30,img134.png,1059.9103238533617,384.4153378267302,1052.0194805194806,321.28859115567974,,,,,895.5177543975011,243.69529837251355,808.7184777248068,247.6407200394542,735.0706066085812,277.88895281933253,761.3734177215189,368.6336511589676,,,1012.5652638500738,355.4822456024987,916.5600032878511,388.36075949367086,917.8751438434982,456.7480683873089,,,,,750.8522932763439,406.77272727272725,756.1128554989314,484.36602005589344,786.3610882788097,417.2938517179023,812.6638993917473,500.1477067236561,870.4733791965754,374.20747814062594
labeled-data,A_clear_180428050000_30,img146.png,1096.7342594114746,396.2516028275522,1107.2553838566496,348.9065428242643,1077.0071510767714,316.0280289330922,1025.7166694065427,263.42240670721685,946.8082360677296,238.43473614992604,841.5969916159789,242.38015781686659,782.415666611869,264.7375472628637,821.8698832812755,364.68822949202695,,,1053.3346210751274,359.4276672694394,,,1033.607512740424,450.17236560907446,,,,,838.966710504685,405.45758671708035,854.7483971724477,465.9540522768371,806.0881966135129,405.45758671708035,820.5547427256287,496.2022850567154,,
labeled-data,A_clear_180428050000_30,img148.png,1101.9948216340622,408.08786782837416,1116.4613677461778,343.6459806016768,1067.801167187243,310.76746671050466,1029.6620910734835,263.42240670721685,952.0687982903172,237.11959559427908,852.118116061154,241.06501726121974,783.7308071675159,264.7375472628637,824.5001643925694,360.7428078250863,1015.1955449613675,372.57907282590827,1049.3891994081866,355.4822456024987,,,,,,,,,,,861.3240999506821,459.37834949860263,831.0758671708037,398.88188393884593,842.9121321716258,476.4751767220122,,
labeled-data,A_clear_180428050000_30,img149.png,1109.8856649679433,409.403008384021,1113.831086634884,338.38541837908923,1071.7465888541838,309.4523261548578,1036.237793851718,264.7375472628637,949.4385171790233,235.80445503863223,875.7906460627979,237.11959559427908,787.6762288344565,262.1072661515699,836.3364293933913,364.68822949202695,1021.771247739602,369.94879171461446,1066.4860266315961,355.4822456024987,,,1034.922653296071,447.5420844977807,,,,,,,,,842.9121321716258,404.1424461614335,870.5300838402103,468.58433338813086,,
