scorer,,,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He,He
labeled-data,A_clear_180428060000_41,img081.png,,,,,907.354019398323,279.2040933749794,858.6938188393884,255.53156337333553,794.251931612691,255.53156337333553,717.9737793851717,262.1072661515699,637.7502054907118,288.41007726450766,649.5864704915338,356.7973861581456,900.7783166200887,356.7973861581456,928.3962682886732,338.38541837908923,841.5969916159789,398.88188393884593,850.8029755055071,473.84489561071837,879.7360677297385,394.93646227190527,886.3117705079729,462.00863060989644,650.9016110471806,417.2938517179023,640.3804866020055,504.09312839059675,702.1920927174091,423.86955449613674,742.9614499424625,493.57200394542167,787.3010901355102,410.1896077898525
labeled-data,A_clear_180428060000_41,img084.png,,,,,946.8082360677296,280.51923393062634,892.8874732862074,266.05268781851055,837.6515699490382,258.1618444846292,725.864622719053,264.7375472628637,644.3259082689461,297.61606115403583,667.9984382705901,389.67590004931776,924.4508466217325,368.6336511589676,950.7536577346704,343.6459806016768,846.8575538385663,408.08786782837416,846.8575538385663,472.5297550550715,919.1902843991451,393.6213217162584,942.862814400789,464.6389117211902,665.3681571592963,425.18469505178365,660.1075949367088,502.77798783494984,712.7132171625841,426.49983560743055,746.9068716094032,501.462847279303,811.2492265573874,404.1887984962052
labeled-data,A_clear_180428060000_41,img094.png,1080.952572743712,356.7973861581456,1074.3768699654775,292.3554989314482,1033.607512740424,283.14951504192004,,,916.5600032878511,248.95586059510106,829.7607266151568,256.8467039289824,739.0160282755219,280.51923393062634,764.0036988328127,364.68822949202695,,,1030.9772316291303,344.96112115732365,,,,,,,931.0265493999669,462.00863060989644,788.9913693901035,421.239273384843,823.1850238369224,485.68116061154035,749.5371527206969,421.239273384843,754.7977149432844,493.57200394542167,884.1273641542309,387.0723878822896
labeled-data,A_clear_180428060000_41,img101.png,1108.5705244122964,368.6336511589676,1108.5705244122964,302.87662337662334,1061.2254644090087,284.464655597567,1005.9895610718394,251.58614170639487,931.0265493999669,243.69529837251355,835.0212888377445,259.4769850402762,775.8399638336347,275.2586717080387,796.8822127239847,375.209353937202,1025.7166694065427,354.1671050468519,1062.5406049646556,337.0702778234423,,,,,,,,,802.1427749465723,417.2938517179023,808.7184777248068,475.1600361663653,856.0635377280945,410.7181489396679,883.6814893966792,469.8994739437777,922.8891360349857,380.5018078418961
labeled-data,A_clear_180428060000_41,img104.png,1129.6127733026467,379.1547756041427,1129.6127733026467,297.61606115403583,1099.3645405227683,298.9312017096827,1036.237793851718,255.53156337333553,950.7536577346704,241.06501726121974,882.3663488410322,250.2710011507479,808.7184777248068,266.05268781851055,812.6638993917473,373.8942133815551,1034.922653296071,354.1671050468519,1074.3768699654775,350.2216833799112,,,,,1028.3469505178366,375.209353937202,1046.758918296893,434.3906789413118,812.6638993917473,414.6635706066086,812.6638993917473,472.5297550550715,861.3240999506821,409.403008384021,884.9966299523261,472.5297550550715,944.608745421614,381.6758407817139
labeled-data,A_clear_180428060000_41,img107.png,,,1146.7096005260562,322.60373171132665,1094.1039783001809,291.04035837580136,1049.3891994081866,254.21642281768857,958.6445010685514,243.69529837251355,884.9966299523261,251.58614170639487,819.2396021699818,272.628390596745,833.7061482820976,372.57907282590827,1066.4860266315961,372.57907282590827,1099.3645405227683,363.37308893638004,,,,,1046.758918296893,384.4153378267302,1062.5406049646556,455.43292783166197,828.44558605951,406.77272727272725,836.3364293933913,464.6389117211902,865.2695216176227,412.0332894953148,886.3117705079729,477.790317277659,951.0659265906115,382.2628572516227
labeled-data,A_clear_180428060000_41,img111.png,,,,,1146.7096005260562,302.87662337662334,1083.5828538550056,260.79212559592304,1013.8804044057207,242.38015781686659,913.9297221765574,247.6407200394542,846.8575538385663,272.628390596745,862.639240506329,364.68822949202695,1086.2131349662995,372.57907282590827,1124.352211080059,352.85196449120497,,,,,1050.7043399638335,384.4153378267302,1058.5951832977148,448.85722505342756,867.8998027289166,412.0332894953148,886.3117705079729,469.8994739437777,916.5600032878511,408.08786782837416,941.547673845142,452.8026467203682,,
labeled-data,A_clear_180428060000_41,img112.png,,,,,1153.2853033042907,302.87662337662334,1087.5282755219464,262.1072661515699,1020.4561071839552,241.06501726121974,924.4508466217325,245.0104389281604,853.4332566168008,277.88895281933253,877.1057866184448,363.37308893638004,1086.2131349662995,371.26393227026136,1142.7641788591154,354.1671050468519,1028.3469505178366,385.7304783823771,,,1055.964902186421,377.8396350484958,1065.1708860759493,452.8026467203682,875.7906460627979,409.403008384021,886.3117705079729,464.6389117211902,920.5054249547919,401.51216505013974,949.4385171790233,455.43292783166197,,
labeled-data,A_clear_180428060000_41,img114.png,1187.4789577511096,377.8396350484958,1191.4243794180502,314.7128883774453,1150.6550221929967,296.30092059838887,1095.4191188558277,260.79212559592304,1025.7166694065427,243.69529837251355,940.2325332894951,243.69529837251355,865.2695216176227,262.1072661515699,886.3117705079729,355.4822456024987,1105.9402433010027,368.6336511589676,1144.0793194147623,348.9065428242643,1084.8979944106525,388.36075949367086,,,1053.3346210751274,396.2516028275522,1059.9103238533617,450.17236560907446,923.1357060660856,389.67590004931776,942.862814400789,460.69349005424954,874.4755055071508,392.3061811606115,884.9966299523261,475.1600361663653,,
labeled-data,A_clear_180428060000_41,img117.png,1199.3152227519315,387.045618938024,,,,,1125.667351635706,272.628390596745,1052.0194805194806,242.38015781686659,949.4385171790233,239.7498767055729,871.8452243958571,268.68296892980436,898.1480355087948,350.2216833799112,1146.7096005260562,362.0579483807332,,,1119.0916488574717,379.1547756041427,1138.8187571921749,443.59666283084005,1061.2254644090087,373.8942133815551,1058.5951832977148,456.7480683873089,928.3962682886732,394.93646227190527,949.4385171790233,454.1177872760151,890.2571921749135,390.9910406049646,887.6269110636198,472.5297550550715,,
labeled-data,A_clear_180428060000_41,img118.png,1208.5212066414597,393.6213217162584,1208.5212066414597,319.97345060003283,1142.7641788591154,281.8343744862732,1091.473697188887,250.2710011507479,1009.9349827387801,241.06501726121974,942.862814400789,246.32557948380725,878.4209271740916,259.4769850402762,896.832894953148,350.2216833799112,1142.7641788591154,373.8942133815551,1154.6004438599375,351.53682393555806,1124.352211080059,384.4153378267302,1134.873335525234,454.1177872760151,1070.431448298537,376.5244944928489,1054.6497616307743,440.96638171954623,920.5054249547919,401.51216505013974,945.4930955120827,455.43292783166197,890.2571921749135,396.2516028275522,894.2026138418543,464.6389117211902,,
labeled-data,A_clear_180428060000_41,img122.png,1220.3574716422818,405.45758671708035,1224.3028933092223,331.8097156008548,1186.1638171954628,319.97345060003283,1144.0793194147623,275.2586717080387,1086.2131349662995,250.2710011507479,1008.6198421831331,242.38015781686659,909.9843005096169,247.6407200394542,904.7237382870293,346.27626171297055,1138.8187571921749,377.8396350484958,,,1115.146227190531,388.36075949367086,1129.6127733026467,460.69349005424954,1074.3768699654775,372.57907282590827,1059.9103238533617,446.2269439421338,,,,,,,,,1024.4429853292208,372.87059373308074
